Manufacturer,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban Cold,Metric Extra-Urban,Metric Combined,Imperial Urban Cold,Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel_Cost_12000_Miles,Noise Level dBA,Emissions CO mg/km,Emissions Nox mg/km
NISSAN,DIG-T 115 19 inch wheel,M6,1197,Petrol,6.5,4.5,5.2,43.5,62.8,54.3,121,1206,68,200,33
NISSAN,DIG-T 115 Xtronic,CVT,1197,Petrol,6.2,4.5,5.1,45.6,62.8,55.4,127,1182,69,332,11
NISSAN,DIG-T 190 19 inch wheel,M6,1618,Petrol,7.7,4.8,5.9,36.7,58.9,47.9,121,1367,70,431,15
NISSAN,DIG-T 115 16/17 inch wheel,M6,1197,Petrol,6.6,5.1,5.6,42.8,55.4,50.4,129,1299,69,367,23
NISSAN,DIG-T 115 CVT 16/17 inch wheel ,CVT,1197,Petrol,6.5,5.2,5.6,43.5,54.3,50.4,129,1299,69,358,18
PEUGEOT,1.6 THP 165 S&S,M6,1598,Petrol,7.1,4.6,5.6,39.8,61.4,50.4,129,1299,68.4,312,33
PEUGEOT,1.6 THP 208 S&S (GTi 30th),M6,1598,Petrol,6.9,4.6,5.4,40.9,61.4,52.3,125,1252,72.2,670,29
PEUGEOT,1.6 THP 208 S&S GTi /Prestige,M6,1598,Petrol,6.9,4.6,5.4,40.9,61.4,52.3,125,1252,72.2,670,29
PEUGEOT,GT 1.6 THP 205 S&S,M6,1598,Petrol,7.4,4.6,5.6,38.2,61.4,50.4,130,1299,69,778,15
PEUGEOT,PureTech 1.2 130 EAT6 S&S (17'' & 18'' wheels) 11/15 production onwards,A6,1199,Petrol,5.9,4.3,4.9,47.9,65.7,57.6,112,1137,72.4,222,22
PEUGEOT,PureTech 1.2 82 Access,M5,1199,Petrol,6.3,4.2,5,44.8,67.3,56.5,114,1159,72.3,610,45
PEUGEOT,PureTech 1.2 82,M5,1199,Petrol,6,4.3,4.9,47.1,65.7,57.6,114,1137,71.9,334,42
PEUGEOT,PureTech 130 S&S Active (17'' wheels),M6,1199,Petrol,6.6,4.8,5.4,42.8,58.9,52.3,124,1252,72.7,294,18
PEUGEOT,PureTech 130 S&S Active (18'' wheels),M6,1199,Petrol,6.6,4.8,5.4,42.8,58.9,52.3,125,1252,72.7,294,18
PEUGEOT,1.2L PureTech 130 S&S 17/18/19 inch wheels,M6,1199,Petrol,6,4.5,5.1,47.1,62.8,55.4,117,1182,71.3,206,39
PEUGEOT,1.2L PureTech 130 S&S 18 inch wheels & Grip Control,M6,1199,Petrol,6.4,4.9,5.4,44.1,57.6,52.3,124,1252,71.3,206,39
PEUGEOT,1.2L PureTech 130 S&S EAT6 17/18/19 inch wheels,A6,1199,Petrol,6.3,4.7,5.2,44.8,60.1,54.3,120,1206,68.6,228,28
PEUGEOT,1.2L PureTech 130 S&S EAT6 18 inch wheels & Grip Control,A6,1199,Petrol,6.4,4.9,5.5,44.1,57.6,51.4,127,1274,68.6,228,28
PEUGEOT,1.6L e-THP 165 S&S EAT6 18/19 inch wheels,A6,1598,Petrol,7.3,4.8,5.8,38.7,58.9,48.7,129,1344,71.9,462,30
PEUGEOT,PureTech 1.2 110 S&S (17'' & 18'' wheels),M5,1199,Petrol,6,4.1,4.8,47.1,68.9,58.9,111,1111,70.7,169,20
PEUGEOT,PureTech 1.2 130 EAT6 S&S (17'' & 18'' wheels) 11/15 production onwards,A6,1199,Petrol,5.9,4.3,4.9,47.9,65.7,57.6,112,1137,72.4,222,22
PEUGEOT,PureTech 1.2 130 S&S (17'' & 18'' wheels) 11/15 production onwards,M6,1199,Petrol,5.9,4.1,4.8,47.9,68.9,58.9,111,1111,69,196,23
PEUGEOT,1.2L PureTech 110 S&S,M5,1199,Petrol,6,4.6,5.1,47.1,61.4,55.4,119,1182,69.6,287,14
RENAULT,Energy TCe 90 Stop Start,M5,898,Petrol,6,4.5,5.1,47.1,62.8,55.4,114,1182,71.5,327,13
RENAULT,Energy TCe 90 Stop Start NAV Mud & Snow Tyres,M5,898,Petrol,6.3,4.8,5.4,44.8,58.9,52.3,121,1252,71.5,327,13
RENAULT,Iconic Energy TCe 120 Auto EDC Stop Start,A6,1197,Petrol,6.8,4.9,5.6,41.5,57.6,50.4,127,1299,71,582,16
RENAULT,Iconic Energy TCe 120 Stop Start,M6,1197,Petrol,6.8,4.9,5.6,41.5,57.6,50.4,127,1299,72.3,331,22
RENAULT,Iconic Energy TCe 90 Stop Start,M5,898,Petrol,6.3,4.8,5.4,44.8,58.9,52.3,121,1252,71.5,349,11
RENAULT,TCe 120,M6,1197,Petrol,7,4.7,5.5,40.4,60.1,51.4,125,1274,70,442,14
RENAULT,TCe 120 EDC,A6,1197,Petrol,6.8,4.9,5.5,41.5,57.6,51.4,125,1274,71,442,14
RENAULT,TCe 120 EDC NAV Mud & Snow Tyres,A6,1197,Petrol,6.8,4.9,5.6,41.5,57.6,50.4,125,1299,71,442,14
RENAULT,TCe 120 Mud and Snow Tyres,M6,1197,Petrol,6.8,4.9,5.6,41.5,57.6,50.4,127,1299,70,582,16
RENAULT,1.2 16V 75,M5,1149,Petrol,7.2,4.7,5.6,39.2,60.1,50.4,127,1299,72.3,304,15
RENAULT,GT Line TCe 120 EDC,A6,1197,Petrol,6.8,4.5,5.4,41.5,62.8,52.3,120,1252,72.6,354,18
RENAULT,TCe 120 EDC S/S,A6,1197,Petrol,6.8,4.5,5.4,41.5,62.8,52.3,120,1252,72,354,18
RENAULT,TDC 120 S/S,M6,1197,Petrol,6.8,4.5,5.3,41.5,62.8,53.3,118,1228,71.9,158,18
RENAULT,1.2 16V 75 ,M5,1149,Petrol,7.2,4.7,5.6,39.2,60.1,50.4,127,1299,72.3,304,15
RENAULT,Energy TCe 130 S/S 16/17 inch wheel,M6,1197,Petrol,6.8,4.9,5.6,41.5,57.6,50.4,126,1299,73.3,264,15
RENAULT,Energy TCe 130 S/S 19 inch wheel,M6,1197,Petrol,7,5.1,5.8,40.4,55.4,48.7,130,1344,73.3,264,15
RENAULT,TCe 130 EDC 16/17 inch wheel,A6,1197,Petrol,6.4,4.9,5.5,44.1,57.7,51.4,123,1274,69.9,808,31
RENAULT,TCe 130 EDC 19 inch wheel,A6,1197,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,130,1320,69.9,808,31
RENAULT,TCe 130 16/17 inch wheel,M6,1198,Petrol,6.7,4.6,5.4,42.2,61.4,52.3,120,1252,70.9,402,15
RENAULT,TCe 130 16/17 inch wheel EDC,A6,1198,Petrol,6.8,4.9,5.6,41.5,60.1,52.3,122,1252,70.9,402,15
RENAULT,TCe 130 18 inch wheel,M6,1198,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,124,1274,70.9,402,15
RENAULT,TCe 130 18 inch wheel EDC,A6,1198,Petrol,6.8,4.9,5.6,41.5,57.7,50.4,125,1299,70.9,402,15
RENAULT,Energy TCe 115 S/S,M6,1197,Petrol,6.5,4.7,5.3,43.5,60.1,53.5,119,1224,72.6,351,32
RENAULT,TCe 130 Auto EDC,A6,1197,Petrol,7.6,4.7,5.8,37.2,60.1,48.7,129,1344,69.4,248,13
RENAULT,Energy TCe 115 S/S,M6,1197,Petrol,6.5,4.7,5.3,45.5,60.1,53.3,119,1228,72.6,351,32
RENAULT,TCe 130 Auto EDC,A6,1197,Petrol,7.6,4.7,5.8,37.7,60.1,48.7,129,1344,69.4,248,13
RENAULT,TCe 130 16/17 inch wheel,M6,1198,Petrol,6.7,4.6,5.4,42.4,61.4,52.3,120,1252,70.9,402,15
RENAULT,TCe 130 16/17 inch wheel EDC,A6,1198,Petrol,6.8,4.7,5.4,41.5,60.1,52.3,122,1252,70.9,402,15
RENAULT,TCe 130 18 inch wheel,M6,1198,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,124,1274,70.9,402,15
RENAULT,TCe 130 18 inch wheel EDC,A6,1198,Petrol,6.8,4.9,5.6,41.5,57.7,50.4,125,1299,70.9,402,15
RENAULT,TCe 115,M6,1197,Petrol,7.2,5,5.8,39.2,56.5,48.7,129,1344,71.3,245,24
RENAULT,TCe 130,M6,1197,Petrol,7.2,5,5.8,39.2,56.5,48.7,129,1344,71.3,245,24
RENAULT,SCe 70,M5,999,Petrol,6.3,4.2,5,44.8,67.3,56.5,112,1159,71.9,406,8
RENAULT,TCe 110,M5,898,Petrol,6.2,4.5,5.2,45.5,62.7,54.3,115,1206,69,434,13
SEAT,1.0 TSI 115PS,M5,999,Petrol,6,4.4,5,47.1,64.2,56.5,114,1159,66,432,34
SEAT,1.0 TSI Ecomotive 115PS First Edition,M6,999,Petrol,6.3,4.7,5.3,44.8,60.1,53.3,120,1228,70,453,28
SEAT,1.0 TSI Ecomotive 115PS S,M6,999,Petrol,6.2,4.6,5.2,45.6,61.4,54.3,119,1206,70,453,28
SEAT,1.0 TSI Ecomotive 115PS SE,M6,999,Petrol,6.2,4.6,5.2,45.6,61.4,54.3,119,1206,70,453,28
SEAT,1.0 TSI Ecomotive 115PS SE Technology,M6,999,Petrol,6.3,4.7,5.3,44.8,60.1,53.3,120,1228,70,453,28
SEAT,1.4 EcoTSI 150PS Stop-Start SE,M6,1395,Petrol,6.2,4.8,5.3,45.6,58.9,53.3,122,1228,70,193,31
SEAT,1.4 EcoTSI 150PS Stop-Start Xcellence,M6,1395,Petrol,6.3,4.9,5.4,44.8,57.6,52.3,123,1252,70,193,31
SEAT,1.0 75PS,M5,999,Petrol,6.5,4.5,5.2,43.5,62.8,54.3,118,1206,72,466,9
SEAT,1.2 TSI 110PS Stop-Start,M6,1197,Petrol,6.8,4.3,5.2,41.5,65.7,54.3,119,1206,71,164,18
SEAT,1.2 TSI 90PS,M5,1197,Petrol,6.4,4,4.9,44.1,70.6,57.6,116,1137,72,166,20
